sample_number;quantity;copper;zinc;calcium;gold;silver;organic
5;91;2.04;11.67;3;0.6;0.18;99.6
5;229;1.83;6.67;6.9;0.8;0.18;101.1
5;147;1.86;7.33;4.7;0.5;0.24;93
6;146;1.71;17;4.4;0.6;0.36;98.7
5;113;1.95;10;3.7;0.4;0.28;93.3
5;118;2.19;10.67;3.7;0.3;0.33;90.9
5;118;2.19;10.67;3.7;0.3;0.33;90.9
5;135;2.16;14;4.2;0.5;0.25;89.1
5;135;2.16;14;4.2;0.5;0.25;89.1
5;46;2.13;5.33;1.7;0.4;0.32;97.2
6;108;1.83;11.33;3.5;0.4;0.2;97.2
5;144;2.04;17;4.4;0.5;0.19;93.6
5;190;1.92;2.67;5.7;0.6;0.3;96
5;81;2.07;7.33;2.7;0.4;0.25;90.9
5;52;1.68;2;2;0.3;0.35;101.1
5;87;1.95;8.67;3;0.4;0.28;99.6
5;87;1.95;8.67;3;0.4;0.28;99.6
6;214;2.04;40.83;6.4;0.5;0.29;94.5
5;81;1.98;7.33;2.7;0.6;0.28;98.7
5;110;2.01;6;3.5;0.6;0.31;100.8
5;90;1.92;10;3;0.4;0.33;93.6
5;167;1.8;13;5.2;0.5;0.39;102.3
5;130;1.86;13.67;4.2;0.7;0.21;104.7
5;130;1.86;13.67;4.2;0.7;0.21;104.7
5;94;1.92;13.67;3.2;0.7;0.24;101.1
5;109;1.92;5;3.5;0.5;0.25;94.2
5;109;1.92;5;3.5;0.5;0.25;94.2
5;140;2.01;27.67;4.4;0.5;0.2;94.8
5;96;2.22;10;3.2;0.8;0.2;104.7
5;129;2.01;20;4.2;0.5;0.22;95.1
3;10;1.74;3.67;0.7;0.4;0.29;100.8
3;10;1.68;3.67;0.7;0.4;0.29;100.8
5;133;1.74;13.33;4.2;0.6;0.36;100.2
5;133;1.74;13.33;4.2;0.6;0.36;100.2
5;55;2.49;5;2;0.4;0.4;90.9
6;135;1.89;17.33;4.2;0.4;0.27;98.4
6;135;1.89;17.33;4.2;0.4;0.27;98.4
5;112;2.52;9.67;3.7;0.3;0.17;93
6;135;1.89;17.33;4.2;0.4;0.27;98.4
5;146;1.95;24.33;4.4;0.3;0.12;93.6
6;200;2.01;20.33;5.9;0.4;0.25;94.2
5;121;2.37;17.67;4;0.5;0.22;90.9
5;95;2.28;7;3.2;0.7;0.28;94.8
5;171;2.25;18;5.2;0.6;0.23;91.2
5;171;2.25;18;5.2;0.6;0.23;91.2
5;208;2.4;20.33;6.2;0.8;0.59;88.5
5;214;1.92;19.67;6.4;0.4;0.25;90.9
5;169;1.8;18.67;5.2;0.4;0.13;107.7
8;43;1.77;7.33;1.7;0.4;0.42;100.8
5;108;2.1;13;3.5;0.5;0.2;96.3
5;143;2.46;17.33;4.4;0.3;0.24;90.6
5;147;2.49;12.67;4.7;0.4;0.2;91.5
5;79;2.19;9.33;2.7;0.7;0.14;96
5;132;2.19;14.67;4.2;0.4;0.21;99.6
5;137;2.01;11.67;4.2;0.5;0.3;96.3
5;170;2.07;13;5.2;0.4;0.18;99.6
6;137;1.92;12.67;4.2;0.6;0.24;102.3
5;132;2.31;9.33;4.2;0.3;0.38;95.4
5;33;2.88;4;1.5;0.5;0.21;84
5;107;2.01;18;3.5;0.5;0.24;99.9
5;90;2.16;6;3;0.4;0.15;95.7
5;144;2.04;3.33;4.4;0.5;0.3;92.7
5;144;2.04;3.33;4.4;0.5;0.3;92.7
5;78;2.16;8.67;2.7;0.6;0.36;87.9
5;78;2.16;8.67;2.7;0.6;0.36;87.9
3;127;2.01;19.33;4;0.5;0.31;95.4
5;64;1.68;5.33;2.2;0.6;0.18;100.2
5;104;2.37;3.67;3.5;0.5;0.35;97.5
5;166;2.31;19.67;5.2;0.6;0.23;93.6
5;166;2.31;19.67;5.2;0.6;0.23;93.6
5;79;2.04;10.33;2.7;0.5;0.24;97.2
5;56;2.37;3;2;0.3;0.28;91.5
5;96;2.22;11.33;3.2;0.4;0.2;97.5
5;91;2.07;7.33;3;0.3;0.35;93.3
5;91;2.07;7.33;3;0.3;0.35;93.3
5;182;2.4;24;5.4;0.6;0.26;93.6
5;108;2.1;9;3.5;0.6;0.28;96
5;150;2.13;11;4.7;0.6;0.32;98.1
5;162;2.01;28.33;4.9;0.4;0.17;91.2
5;124;2.19;10.67;4;0.6;0.32;96
5;199;1.95;20.33;5.9;0.5;0.3;95.7
5;113;1.95;14.33;3.7;0.4;0.23;97.8
5;113;1.95;14.33;3.7;0.4;0.23;97.8
5;113;1.95;14.33;3.7;0.4;0.23;97.8
5;113;1.95;14.33;3.7;0.4;0.23;97.8
6;109;2.25;9.67;3.5;0.6;0.26;103.5
5;77;1.68;6;2.7;0.5;0.12;100.8
5;59;1.68;2.67;2.2;0.4;0.15;99
5;128;2.25;17.33;4;0.5;0.17;90.9
6;52;1.98;5;2;0.4;0.36;96.9
5;133;1.86;28.33;4.2;0.9;0.16;99.9
5;98;1.92;12.67;3.2;0.4;0.16;95.7
5;176;2.31;22.33;5.4;0.5;0.25;93
5;172;1.92;23;5.2;0.5;0.25;94.2
5;176;2.31;22.33;5.4;0.5;0.25;93
5;110;1.98;9.67;3.5;0.4;0.2;93.3
5;110;1.98;9.67;3.5;0.4;0.2;93.3
6;163;2.22;25.67;4.9;0.5;0.21;88.5
6;163;2.22;25.67;4.9;0.5;0.21;88.5
5;64;2.1;8.33;2.2;0.3;0.26;93.3
5;14;1.77;3;1;0.4;0.33;96.6
5;134;2.16;15;4.2;0.5;0.32;96
5;134;2.16;15;4.2;0.5;0.32;96
5;105;2.07;12.33;3.5;0.3;0.36;90
5;111;1.65;7.67;3.7;0.5;0.12;97.5
5;111;1.65;7.67;3.7;0.5;0.12;97.5
5;87;2.04;9;3;0.8;0.21;89.4
5;59;2.01;2;2.2;0.3;0.31;94.2
5;98;1.92;13.33;3.2;0.5;0.23;99.6
5;102;1.92;6;3.5;0.4;0.24;99
5;112;1.77;9.67;3.7;0.6;0.2;99.3
5;69;1.68;7.67;2.5;0.5;0.34;97.5
5;77;1.95;12.33;2.7;0.6;0.3;96
5;77;1.95;12.33;2.7;0.6;0.3;96
5;114;1.8;20.33;3.7;0.5;0.24;99
5;112;2.07;15.33;3.7;0.4;0.33;96.9
6;132;1.77;20.33;4.2;0.5;0.23;99.3
6;104;2.01;1.67;3.5;0.4;0.22;93
6;117;1.98;9.33;3.7;0.6;0.26;100.5
5;110;2.04;9;3.5;0.3;0.52;93.3
5;132;2.04;20.33;4.2;0.6;0.21;90.6
5;180;1.98;18;5.4;0.5;0.3;95.4
6;78;1.98;5.67;2.7;0.5;0.39;97.5
5;159;2.01;13.33;4.9;0.6;0.26;96.9
5;63;2.01;10;2.2;0.4;0.31;92.7
5;63;2.01;10;2.2;0.4;0.31;92.7
5;102;2.52;15;3.5;0.5;0.22;93.9
5;107;2.4;1;3.5;0.7;0.37;87
5;98;2.07;16.33;3.2;0.6;0.19;90
5;98;2.07;16.33;3.2;0.6;0.19;90
5;98;2.07;16.33;3.2;0.6;0.19;90
5;69;2.04;8.67;2.5;0.3;0.27;97.2
5;56;1.74;13.33;2;0.3;0.24;93
5;113;1.74;16.33;3.7;0.4;0.19;94.8
5;109;1.89;14.67;3.5;0.3;0.28;97.8
5;96;2.28;14.67;3.2;0.5;0.36;91.2
6;125;1.86;14.67;4;0.4;0.36;96.6
6;125;1.86;14.67;4;0.4;0.36;96.6
8;91;1.68;4.33;3;0.5;0.26;103.2
6;101;1.98;5.33;3.2;0.7;0.34;100.8
5;118;2.01;19.33;3.7;0.5;0.34;90
6;92;2.13;7.67;3;0.4;0.23;91.5
5;146;2.07;11;4.4;0.4;0.44;96
6;89;2.13;9.33;3;0.5;0.42;96.9
6;75;1.83;4.33;2.7;0.7;0.28;89.1
5;118;1.8;10.67;3.7;0.4;0.27;103.8
6;99;1.92;12;3.2;0.4;0.38;92.1
5;105;1.98;6.67;3.5;0.7;0.4;100.8
5;116;1.74;16.33;3.7;0.6;0.29;93.3
5;96;2.07;11;3.2;0.7;0.31;91.2
5;76;1.56;6;2.7;0.5;0.3;106.8
5;56;2.07;9.33;2;0.4;0.25;90.3
5;91;1.92;14;3;0.5;0.31;95.4
6;94;1.59;9.33;3.2;0.5;0.28;101.4
6;24;1.56;3.33;1.2;0.4;0.41;105.6
3;77;1.32;17.33;2.7;0.4;0.54;102.3
5;97;1.86;11.33;3.2;0.6;0.38;100.8
5;101;1.71;12.67;3.2;0.5;0.21;97.2
5;171;2.07;9.67;5.2;0.5;0.25;93.9
5;87;2.37;12.67;3;0.5;0.21;96.3
5;188;2.46;16.33;5.7;0.5;0.27;99.3
6;139;1.86;9.33;4.4;0.6;0.25;104.4
5;94;1.83;12;3.2;0.6;0.31;99
6;123;1.92;12.33;4;0.7;0.34;95.7
5;121;2.1;18;4;0.4;0.14;96.6
5;138;2.58;7;4.4;0.7;0.37;90
5;162;2.34;14;4.9;0.5;0.19;95.4
5;132;1.77;18.33;4.2;0.4;0.62;103.2
5;123;2.37;2.67;4;0.7;0.19;91.5
5;123;2.37;2.67;4;0.7;0.19;91.5
6;152;1.89;12.67;4.7;0.6;0.26;104.7
5;110;1.86;16.33;3.5;0.5;0.24;99.9
5;130;2.13;15.33;4.2;0.5;0.32;101.4
5;105;2.01;11.33;3.5;0.6;0.17;97.8
5;184;2.25;20.67;5.7;0.6;0.31;91.8
5;184;2.25;20.67;5.7;0.6;0.31;91.8
5;108;1.5;12.67;3.5;0.6;0.44;101.1
5;152;1.83;16.33;4.7;0.5;0.27;102
5;78;2.49;6;2.7;0.6;0.14;90.6
5;99;2.28;10.33;3.2;0.3;0.3;98.1
5;99;2.28;10.33;3.2;0.3;0.3;98.1
5;145;1.98;15.33;4.4;0.4;0.21;102.3
5;131;2.31;13.67;4.2;0.5;0.34;91.8
5;131;2.31;13.67;4.2;0.5;0.34;91.8
5;47;1.98;4.33;1.7;0.5;0.26;91.5
5;213;1.86;21.33;6.4;0.4;0.28;92.4
6;68;1.62;9;2.5;0.4;0.42;106.2
5;127;2.55;8;4;0.4;0.16;88.8
5;58;1.98;8.33;2.2;0.5;0.2;101.7
5;133;2.04;12.67;4.2;0.4;0.22;97.2
5;133;2.04;12.67;4.2;0.4;0.22;97.2
5;103;1.86;12.67;3.5;0.5;0.15;101.4
5;55;2.31;6.33;2;0.6;0.28;90.3
6;100;1.95;10.67;3.2;0.3;0.29;99.3
5;62;1.83;4.33;2.2;0.3;0.45;96.9
5;178;1.89;9.67;5.4;0.5;0.32;100.8
5;90;2.07;6.67;3;0.4;0.18;93
5;203;2.88;25.83;6.2;0.5;0.29;87.6
5;127;2.22;17;4;0.4;0.31;90.6
6;96;1.89;12.33;3.2;0.5;0.23;96.9
5;157;2.1;7;4.9;0.6;0.15;99.6
5;143;2.1;15.33;4.4;0.4;0.46;96.3
5;142;2.46;11.67;4.4;0.3;0.35;94.5
5;147;1.89;14.33;4.7;0.4;0.29;94.5
5;78;1.71;8;2.7;0.6;0.43;106.2
3;96;1.68;5.67;3.2;0.9;0.49;102.6
3;96;1.68;5.67;3.2;0.9;0.49;102.6
5;78;2.07;9;2.7;0.5;0.19;92.7
6;42;2.01;2;1.7;0.3;0.62;102.3
6;104;2.04;8;3.5;0.3;0.36;98.1
5;116;2.19;11.33;3.7;0.8;0.16;94.2
5;64;2.7;10.67;2.2;0.3;0.3;88.2
5;88;2.52;15.33;3;0.3;0.24;90.9
5;145;2.19;15.33;4.4;0.4;0.3;90.6
5;145;2.19;15.33;4.4;0.4;0.3;90.6
5;111;2.7;15.33;3.7;0.5;0.17;92.7
6;122;1.89;15.67;4;0.4;0.25;94.2
6;122;1.89;15.67;4;0.4;0.25;94.2
5;108;2.07;12.33;3.5;0.3;0.25;98.1
5;229;2.46;32;6.9;0.5;0.18;92.1
5;192;2.37;24.33;5.9;0.5;0.26;87.9
5;98;2.22;4.67;3.2;0.3;0.21;88.8
5;192;2.37;24.33;5.9;0.5;0.26;87.9
5;103;2.85;7;3.5;0.6;0.21;87
5;104;2.04;3.33;3.5;0.7;0.36;99
5;104;2.04;3.33;3.5;0.7;0.36;99
5;105;2.1;8;3.5;0.6;0.32;95.1
5;105;2.1;8;3.5;0.6;0.32;95.1
5;108;2.13;8;3.5;0.7;0.14;89.1
5;159;2.31;19.33;4.9;0.4;0.28;92.4
6;87;1.89;8.33;3;0.5;0.1;107.7
5;168;2.16;14.33;5.2;0.4;0.2;99
5;168;2.16;14.33;5.2;0.4;0.2;99
5;164;2.1;12.33;4.9;0.6;0.26;104.1
5;155;2.07;12.33;4.7;0.5;0.26;99.6
5;171;1.92;13;5.2;0.5;0.31;94.2
5;207;1.95;24.67;6.2;0.5;0.27;95.4
6;69;1.53;5;2.5;0.4;0.14;96.6
5;109;1.95;15.67;3.5;0.7;0.18;98.4
5;109;1.95;15.67;3.5;0.7;0.18;98.4
5;109;1.95;15.67;3.5;0.7;0.18;98.4
5;109;1.95;15.67;3.5;0.7;0.18;98.4
6;176;2.13;20;5.4;0.8;0.23;95.7
6;111;1.98;7;3.7;0.5;0.12;96
6;100;2.88;7;3.2;1;0.66;90
5;83;1.74;6.33;2.7;0.5;0.13;100.8
5;131;2.25;17.67;4.2;0.5;0.18;90.9
5;44;2.37;7.33;1.7;0.5;0.25;87.9
5;105;2.1;12.33;3.5;0.4;0.24;96
5;78;2.1;13.67;2.7;0.4;0.12;95.7
5;78;2.1;13.67;2.7;0.4;0.12;95.7
5;78;2.1;13.67;2.7;0.4;0.12;95.7
6;108;1.89;10.33;3.5;0.5;0.22;93.6
5;95;2.01;9.67;3.2;0.5;0.18;93.3
5;95;2.01;9.67;3.2;0.5;0.18;93.3
5;93;2.04;9.67;3.2;0.5;0.18;93.3
5;93;2.04;9.67;3.2;0.5;0.18;93.3
5;93;2.04;9.67;3.2;0.5;0.18;93.3
5;93;2.04;9.67;3.2;0.5;0.18;93.3
5;95;2.01;9.67;3.2;0.5;0.18;93.3
6;252;1.86;46.17;7.4;0.5;0.26;105.9
5;102;2.01;16;3.5;0.4;0.24;97.5
5;95;1.89;8;3.2;0.4;0.28;91.5
6;80;1.5;10.33;2.7;0.6;0.24;110.7
5;102;1.83;12.33;3.5;0.4;0.21;96
5;110;1.86;12.33;3.5;0.4;0.23;96.9
5;110;1.86;12.33;3.5;0.4;0.23;96.9
5;110;1.86;12.33;3.5;0.4;0.23;96.9
5;110;1.86;12.33;3.5;0.4;0.23;96.9
5;110;1.86;12.33;3.5;0.4;0.23;96.9
5;120;2.34;18.33;4;0.3;0.21;90.6
5;127;1.92;14.33;4;0.4;0.23;95.4
5;127;1.92;13.67;4;0.4;0.25;95.4
5;127;1.92;14.33;4;0.4;0.23;95.4
5;109;1.83;13.33;3.5;0.6;0.22;103.5
5;105;2.01;14.33;3.5;0.7;0.12;92.1
5;89;1.89;14.33;3;0.4;0.24;100.2
5;104;1.92;6.33;3.5;0.4;0.35;96
5;76;2.01;11.67;2.7;0.4;0.46;94.8
5;85;1.71;10;3;0.5;0.26;104.4
5;97;2.1;10.67;3.2;0.6;0.22;91.5
5;142;1.74;21;4.4;0.5;0.24;99.9
5;74;1.77;11.33;2.5;0.6;0.32;96.6
5;78;2.07;5.33;2.7;0.4;0.28;92.1
5;217;2.19;23;6.4;0.5;0.2;93
5;217;2.19;23;6.4;0.5;0.2;93
6;120;1.98;9.67;4;0.6;0.3;100.5
5;119;1.77;16.67;3.7;0.4;0.18;94.8
3;121;2.01;17.67;4;0.4;0.31;93.6
6;88;1.65;3.33;3;0.5;0.17;98.4
6;88;1.65;3.33;3;0.5;0.17;98.4
6;112;1.89;11.33;3.7;0.4;0.3;90
5;116;1.83;15.67;3.7;0.3;0.21;98.1
6;47;2.61;9.33;1.7;0.5;0.31;88.8
5;102;2.07;12;3.5;0.5;0.3;92.1
5;84;1.8;10;3;0.4;0.19;99.6
5;48;1.98;5;2;0.5;0.25;88.8
5;96;1.95;12;3.2;0.6;0.22;101.4
5;117;1.92;11.33;3.7;0.4;0.31;96.6
5;117;1.92;11.33;3.7;0.4;0.31;96.6
5;90;1.95;12;3;0.7;0.2;96.6
5;103;1.86;10;3.5;0.4;0.24;93.6
5;77;2.13;11.33;2.7;0.8;0.21;93.3
5;66;1.74;7.33;2.5;0.6;0.3;96.9
5;66;1.74;7.33;2.5;0.6;0.3;96.9
6;130;1.92;17;4.2;0.4;0.28;96.9
5;58;1.86;8;2.2;0.5;0.2;100.8
5;63;2.1;4;2.2;0.7;0.28;95.4
5;98;2.13;16.67;3.2;0.6;0.28;91.8
5;139;1.74;8.67;4.4;0.6;0.28;109.8
5;139;1.74;8.67;4.4;0.6;0.28;109.8
5;79;2.19;8.67;2.7;0.6;0.28;90.3
5;106;1.8;15;3.5;0.5;0.2;99.3
5;84;1.8;13;3;0.6;0.17;87.3
5;72;1.86;8;2.5;0.5;0.21;98.1
5;55;2.37;5.33;2;0.6;0.18;95.4
5;152;2.49;13.67;4.7;0.7;0.42;89.4
6;104;1.92;9;3.5;0.5;0.26;96.6
5;128;2.25;17;4;0.4;0.17;96.3
5;151;2.13;20;4.7;0.6;0.23;94.8
5;151;2.13;20;4.7;0.6;0.23;94.8
5;94;1.89;12.33;3.2;0.4;0.26;90
5;131;2.07;16.67;4.2;0.3;0.23;93.3
5;146;2.01;16.33;4.4;0.6;0.24;93.6
5;57;2.04;5;2.2;0.7;0.57;99.6
5;127;2.01;15;4;0.6;0.26;99.6
6;147;1.74;16.67;4.7;0.6;0.34;98.7
6;49;1.83;3.33;2;0.6;0.13;106.2
5;196;2.37;12.67;5.9;0.6;0.26;88.8
5;141;2.07;14.33;4.4;0.6;0.24;96
5;240;1.89;27.5;7.2;0.7;0.39;93.6
3;148;2.04;29;4.7;0.4;0.27;95.4
3;148;2.04;29;4.7;0.4;0.27;95.4
5;120;2.19;12.67;4;0.8;0.28;99
5;120;2.19;12.67;4;0.8;0.28;99
5;83;2.04;9;2.7;0.6;0.2;101.1
5;154;1.71;4.33;4.7;0.7;0.34;98.1
5;121;2.19;10.33;4;0.6;0.26;94.8
5;9;2.16;1;0.7;0.5;0.31;91.2
5;155;2.01;3.33;4.7;0.6;0.31;103.8
6;129;1.92;13.67;4.2;0.6;0.16;104.7
5;159;1.95;14.67;4.9;0.7;0.28;95.7
5;116;2.1;8.33;3.7;0.6;0.23;95.7
5;111;2.07;5.33;3.7;0.6;0.24;97.8
5;193;1.92;19;5.9;0.4;0.31;99.6
6;171;2.07;9.33;5.2;0.6;0.38;98.4
6;171;2.07;9.33;5.2;0.6;0.38;98.4
5;97;2.31;10.33;3.2;0.3;0.34;98.1
5;97;2.31;10.33;3.2;0.3;0.34;98.1
5;97;2.31;10.33;3.2;0.3;0.34;98.1
6;105;1.86;8;3.5;0.5;0.3;90.3
6;105;1.86;8;3.5;0.5;0.3;90.3
5;88;2.25;11.33;3;0.5;0.42;94.2
5;153;2.19;16.33;4.7;0.8;0.28;98.4
5;101;2.64;3;3.2;0.5;0.36;95.7
5;153;2.19;13;4.7;0.5;0.26;95.7
5;153;2.19;13;4.7;0.5;0.26;95.7
6;124;1.89;8;4;0.6;0.33;94.5
5;87;2.58;6.67;3;0.3;0.18;88.2
5;123;2.58;13.67;4;0.4;0.16;88.5
5;167;2.58;8;5.2;0.6;0.18;97.5
6;40;2.4;4.33;1.7;0.3;0.55;92.7
5;128;2.64;13;4;0.7;0.17;94.8
5;146;2.4;10.67;4.4;0.6;0.37;90
5;119;1.95;14.67;3.7;0.4;0.28;99.6
5;76;2.4;5;2.7;0.6;0.18;91.8
3;44;1.77;3.67;1.7;0.5;0.42;98.7
3;44;1.74;3.67;1.7;0.5;0.42;98.7
5;69;1.98;13.33;2.5;0.4;0.25;100.5
5;135;2.28;10.67;4.2;0.5;0.32;96.9
5;125;2.28;7;4;0.4;0.31;91.2
5;125;2.28;7;4;0.4;0.31;91.2
5;143;2.19;15;4.4;0.5;0.34;99
5;140;2.88;5.33;4.4;0.4;0.25;88.2
5;149;1.92;15.33;4.7;0.5;0.31;94.5
5;94;2.31;9.33;3.2;0.5;0.32;96
5;101;2.16;16.67;3.2;0.3;0.16;98.1
5;159;2.34;14.33;4.9;0.4;0.13;102.9
5;123;2.28;12.67;4;0.4;0.19;87.6
5;112;1.95;10.33;3.7;0.5;0.19;100.8
5;95;1.92;14;3.2;0.5;0.25;95.7
5;123;2.28;12.67;4;0.4;0.19;87.6
5;98;2.37;9.67;3.2;0.4;0.2;94.2
5;83;2.28;9;2.7;0.4;0.14;92.1
5;105;2.1;11.33;3.5;0.4;0.18;97.2
6;84;2.28;3.33;3;0.3;0.51;91.5
5;149;2.49;11.33;4.7;0.4;0.2;91.5
5;149;2.49;11.33;4.7;0.4;0.2;91.5
5;128;2.43;10.67;4;0.4;0.28;93.9
5;98;1.74;14.67;3.2;0.4;0.19;100.2
5;80;2.46;6.33;2.7;0.3;0.26;93.6
5;64;2.34;2.67;2.2;0.4;0.45;97.5
5;193;2.1;13.67;5.9;0.5;0.24;98.4
5;193;2.1;13.67;5.9;0.5;0.24;98.4
5;128;1.95;14.33;4;0.6;0.18;99.6
5;128;1.95;14.33;4;0.6;0.18;99.6
5;95;2.22;9.67;3.2;0.5;0.33;92.1
6;142;1.92;11.67;4.4;0.6;0.26;101.7
6;142;1.92;11.67;4.4;0.6;0.26;101.7
5;163;2.64;8.67;4.9;0.5;0.23;87.9
5;86;2.34;8.33;3;0.6;0.34;90.3
5;67;2.04;8.33;2.5;0.7;0.28;96.9
3;125;2.04;18.67;4;0.5;0.31;95.7
5;195;2.28;15;5.9;0.5;0.34;93.3
5;195;2.28;15;5.9;0.5;0.34;93.3
5;149;1.71;10.33;4.7;0.5;0.46;93.9
5;203;2.04;19.33;6.2;0.6;0.28;96.6
5;120;1.95;10.33;4;0.7;0.19;97.8
5;97;2.31;8.67;3.2;0.6;0.26;96.3
6;124;2.1;7;4;0.4;0.35;100.5
6;122;1.92;6.67;4;0.5;0.29;93
5;104;1.8;9.67;3.5;0.5;0.33;104.1
6;121;1.89;12.67;4;0.5;0.3;96.6
6;164;2.13;16;4.9;0.5;0.28;94.8
6;164;2.13;16;4.9;0.5;0.28;94.8
5;148;2.07;15.67;4.7;0.6;0.28;98.7
5;123;2.1;13.33;4;0.4;0.36;99.9
5;182;2.37;17.67;5.4;0.6;0.25;93.3
5;201;2.22;20;6.2;0.7;0.32;91.5
5;152;2.19;10.67;4.7;0.5;0.22;98.1
5;210;2.43;23.33;6.4;0.6;0.34;94.2
5;152;2.19;10.67;4.7;0.5;0.22;98.1
5;210;2.43;23.33;6.4;0.6;0.34;94.2
5;94;1.98;6.33;3.2;0.6;0.26;100.8
6;139;2.25;17;4.4;0.4;0.27;89.4
5;196;1.89;22.33;5.9;0.5;0.24;97.2
5;159;2.34;15.33;4.9;0.6;0.25;94.2
5;103;2.19;12;3.5;0.4;0.2;100.2
5;36;2.28;6;1.5;0.5;0.27;91.8
5;115;1.92;19;3.7;0.4;0.22;96.3
5;5;2.55;1.67;0.7;0.4;0.22;91.2
5;94;2.31;13.67;3.2;0.6;0.11;92.1
5;47;2.1;4;1.7;0.4;0.45;92.1
5;47;2.1;4;1.7;0.4;0.45;92.1
5;163;1.89;20.33;4.9;0.5;0.28;93.6
5;93;1.95;6;3.2;0.4;0.29;95.1
5;97;1.89;12.33;3.2;0.4;0.17;97.2
5;97;1.89;12.33;3.2;0.4;0.17;97.2
5;97;1.89;12.33;3.2;0.4;0.17;97.2
5;83;1.68;17.33;2.7;0.4;0.19;105
5;83;1.65;17.33;2.7;0.4;0.19;105
5;56;1.86;5.67;2;0.6;0.1;94.2
5;122;1.92;18.67;4;0.4;0.21;93.3
5;64;2.04;9.67;2.2;0.6;0.17;87.3
5;60;1.8;5;2.2;0.5;0.26;98.7
5;101;1.95;9.67;3.2;0.5;0.28;98.4
5;101;1.95;9.67;3.2;0.5;0.28;98.4
5;86;2.04;11.67;3;0.7;0.17;94.8
5;91;2.13;10.33;3;0.5;0.25;95.4
5;91;2.04;12.67;3;0.5;0.17;97.2
5;88;2.04;13.67;3;0.5;0.19;97.5
5;91;2.04;12.67;3;0.5;0.17;97.2
5;73;2.07;7;2.5;0.5;0.33;95.4
5;148;1.89;36;4.7;0.8;0.2;92.1
5;166;2.13;13.67;5.2;0.6;0.21;99.6
5;101;2.22;15;3.2;0.4;0.27;90.6
5;164;1.95;8.33;4.9;0.5;0.26;98.7
5;164;1.95;8.33;4.9;0.5;0.26;98.7
5;228;2.01;20.33;6.9;0.6;0.42;99.3
5;115;2.07;9.67;3.7;0.6;0.33;93.3
5;228;2.01;20.33;6.9;0.6;0.42;99.3
5;81;1.8;13.67;2.7;0.6;0.31;97.2
5;119;2.13;16.33;3.7;0.3;0.37;95.1
5;119;2.13;16.33;3.7;0.3;0.37;95.1
5;64;2.19;8.67;2.2;0.5;0.27;98.4
5;72;2.46;13.67;2.5;0.6;0.18;86.4
6;139;1.98;18;4.4;0.5;0.43;94.2
5;172;1.95;13.67;5.2;0.6;0.29;97.8
6;55;1.65;6;2;0.6;0.21;99.3
5;100;1.71;8;3.2;0.3;0.25;99.9
5;98;1.89;13;3.2;0.4;0.17;99.3
5;81;1.98;10.33;2.7;0.7;0.22;94.5
5;61;1.92;8;2.2;0.6;0.33;97.8
5;43;2.1;4.67;1.7;0.3;0.22;96
6;67;2.13;8;2.5;0.4;0.45;88.2
6;96;1.92;7;3.2;0.5;0.29;94.2
6;96;1.92;7;3.2;0.5;0.29;94.2
6;96;1.92;7;3.2;0.5;0.29;94.2
6;94;1.77;8.67;3.2;0.5;0.14;97.5
5;126;1.71;9;4;0.4;0.22;95.1
5;27;1.68;1.67;1.2;0.5;0.18;92.1
5;109;1.86;16;3.5;0.4;0.24;96.9
5;66;1.92;6.33;2.5;0.7;0.27;99.6
5;174;1.77;16.67;5.4;0.5;0.28;99.3
6;91;1.89;10;3;0.3;0.28;91.5
5;105;1.86;8;3.5;0.5;0.22;95.7
5;105;1.86;8;3.5;0.5;0.22;95.7
5;105;1.86;8;3.5;0.5;0.22;95.7
6;116;2.07;9.67;3.7;0.7;0.29;91.5
5;85;1.92;11.67;3;0.3;0.24;93.9
5;90;2.07;7.33;3;0.5;0.22;100.2
5;92;2.07;5.33;3;0.6;0.29;91.2
6;125;1.74;14;4;0.5;0.27;94.5
6;65;1.98;9.33;2.2;0.5;0.25;86.1
5;120;1.71;19.33;4;0.6;0.21;98.7
5;78;1.92;6.33;2.7;0.5;0.28;97.5
5;120;1.95;9;4;0.5;0.2;89.4
3;154;2.01;27;4.7;0.4;0.25;94.2
6;123;1.8;8.33;4;0.4;0.31;99.3
5;252;2.13;22;7.4;0.5;0.25;95.1
5;174;2.49;12.67;5.4;0.5;0.28;100.2
5;135;1.77;17.67;4.2;0.5;0.15;105.6
6;137;1.86;8.67;4.2;0.6;0.28;103.2
5;167;2.16;27.33;5.2;0.6;0.19;95.7
6;45;1.8;5;1.7;0.6;0.1;108.3
5;79;2.22;9;2.7;0.3;0.21;95.7
5;79;2.22;9;2.7;0.3;0.21;95.7
5;144;1.89;22.33;4.4;0.6;0.22;99.6
5;169;2.16;23.33;5.2;0.5;0.4;92.4
5;169;2.16;23.33;5.2;0.5;0.4;92.4
3;118;2.01;20.67;3.7;0.4;0.27;96.3
3;170;1.8;11.33;5.2;0.7;0.32;94.8
5;205;2.28;17;6.2;0.7;0.29;94.8
6;198;1.86;16.67;5.9;0.6;0.31;94.5
6;116;1.92;11.67;3.7;0.5;0.39;94.5
5;140;2.22;8;4.4;0.4;0.38;95.1
6;93;1.62;10;3.2;0.4;0.18;102.6
5;162;2.19;19;4.9;0.8;0.25;98.7
6;125;1.89;7.33;4;0.6;0.34;94.5
5;210;1.83;20.33;6.4;0.4;0.27;93.6
